# Every line stores data for the host of one SN Ia event.
# log10(Mstar/Msun)	err_log10(Mstar/Msun	log10(Z)	scat_log10(Z)
1.072e+01	3.000e-01	-1.911e+00	2.000e-01
8.633e+00	3.000e-01	-2.623e+00	2.000e-01
1.070e+01	3.000e-01	-2.387e+00	2.000e-01
1.099e+01	3.000e-01	-2.681e+00	2.000e-01
1.023e+01	3.000e-01	-2.874e+00	2.000e-01
1.098e+01	3.000e-01	-2.309e+00	2.000e-01
1.093e+01	3.000e-01	-2.607e+00	2.000e-01
8.725e+00	3.000e-01	-2.172e+00	2.000e-01
9.505e+00	3.000e-01	-2.786e+00	2.000e-01
1.047e+01	3.000e-01	-2.317e+00	2.000e-01
1.067e+01	3.000e-01	-2.354e+00	2.000e-01
1.065e+01	3.000e-01	-2.072e+00	2.000e-01
9.392e+00	3.000e-01	-2.654e+00	2.000e-01
9.895e+00	3.000e-01	-1.718e+00	2.000e-01
9.069e+00	3.000e-01	-2.503e+00	2.000e-01
1.096e+01	3.000e-01	-2.976e+00	2.000e-01
9.363e+00	3.000e-01	-1.970e+00	2.000e-01
1.083e+01	3.000e-01	-2.948e+00	2.000e-01
9.454e+00	3.000e-01	-3.043e+00	2.000e-01
1.137e+01	3.000e-01	-2.523e+00	2.000e-01
1.061e+01	3.000e-01	-1.604e+00	2.000e-01
1.080e+01	3.000e-01	-1.810e+00	2.000e-01
