# Every line stores data for the host of one SN Ia event.
# log10(Mstar/Msun)	err_log10(Mstar/Msun	log10(Z)	scat_log10(Z)
7.945e+00	3.000e-01	-2.072e+00	2.000e-01
8.167e+00	3.000e-01	-2.558e+00	2.000e-01
7.495e+00	3.000e-01	-2.100e+00	2.000e-01
1.048e+01	3.000e-01	-2.377e+00	2.000e-01
8.300e+00	3.000e-01	-2.546e+00	2.000e-01
9.366e+00	3.000e-01	-2.639e+00	2.000e-01
7.544e+00	3.000e-01	-2.620e+00	2.000e-01
9.709e+00	3.000e-01	-1.632e+00	2.000e-01
1.021e+01	3.000e-01	-2.677e+00	2.000e-01
7.971e+00	3.000e-01	-2.541e+00	2.000e-01
7.611e+00	3.000e-01	-2.567e+00	2.000e-01
9.901e+00	3.000e-01	-2.305e+00	2.000e-01
8.297e+00	3.000e-01	-2.869e+00	2.000e-01
7.558e+00	3.000e-01	-1.744e+00	2.000e-01
7.741e+00	3.000e-01	-2.079e+00	2.000e-01
1.114e+01	3.000e-01	-3.061e+00	2.000e-01
8.676e+00	3.000e-01	-2.395e+00	2.000e-01
7.283e+00	3.000e-01	-2.506e+00	2.000e-01
8.294e+00	3.000e-01	-3.030e+00	2.000e-01
1.073e+01	3.000e-01	-2.872e+00	2.000e-01
8.033e+00	3.000e-01	-1.876e+00	2.000e-01
1.071e+01	3.000e-01	-1.566e+00	2.000e-01
