# Every line stores data for the host of one SN Ia event.
# log10(Mstar/Msun)	err_log10(Mstar/Msun	log10(Z)	scat_log10(Z)
9.545e+00	3.000e-01	-2.165e+00	2.000e-01
1.101e+01	3.000e-01	-2.286e+00	2.000e-01
1.111e+01	3.000e-01	-2.305e+00	2.000e-01
1.010e+01	3.000e-01	-2.852e+00	2.000e-01
1.132e+01	3.000e-01	-2.863e+00	2.000e-01
1.095e+01	3.000e-01	-2.491e+00	2.000e-01
1.050e+01	3.000e-01	-2.480e+00	2.000e-01
1.023e+01	3.000e-01	-1.563e+00	2.000e-01
9.662e+00	3.000e-01	-2.493e+00	2.000e-01
8.758e+00	3.000e-01	-2.916e+00	2.000e-01
9.709e+00	3.000e-01	-2.496e+00	2.000e-01
9.331e+00	3.000e-01	-2.276e+00	2.000e-01
1.036e+01	3.000e-01	-2.443e+00	2.000e-01
1.095e+01	3.000e-01	-1.891e+00	2.000e-01
1.134e+01	3.000e-01	-2.358e+00	2.000e-01
1.060e+01	3.000e-01	-2.775e+00	2.000e-01
9.913e+00	3.000e-01	-2.630e+00	2.000e-01
9.399e+00	3.000e-01	-2.948e+00	2.000e-01
1.013e+01	3.000e-01	-3.121e+00	2.000e-01
8.161e+00	3.000e-01	-3.149e+00	2.000e-01
1.093e+01	3.000e-01	-1.861e+00	2.000e-01
1.024e+01	3.000e-01	-1.829e+00	2.000e-01
