# Every line stores data for the host of one SN Ia event.
# log10(Mstar/Msun)	err_log10(Mstar/Msun	log10(Z)	scat_log10(Z)
1.053e+01	3.000e-01	-2.279e+00	2.000e-01
8.672e+00	3.000e-01	-2.806e+00	2.000e-01
1.174e+01	3.000e-01	-2.139e+00	2.000e-01
9.139e+00	3.000e-01	-2.843e+00	2.000e-01
1.109e+01	3.000e-01	-2.727e+00	2.000e-01
8.173e+00	3.000e-01	-2.357e+00	2.000e-01
9.821e+00	3.000e-01	-2.451e+00	2.000e-01
1.143e+01	3.000e-01	-1.624e+00	2.000e-01
1.094e+01	3.000e-01	-2.313e+00	2.000e-01
1.108e+01	3.000e-01	-2.237e+00	2.000e-01
1.083e+01	3.000e-01	-2.195e+00	2.000e-01
1.078e+01	3.000e-01	-2.068e+00	2.000e-01
9.094e+00	3.000e-01	-2.856e+00	2.000e-01
9.300e+00	3.000e-01	-1.828e+00	2.000e-01
1.015e+01	3.000e-01	-2.425e+00	2.000e-01
9.556e+00	3.000e-01	-2.794e+00	2.000e-01
8.009e+00	3.000e-01	-2.287e+00	2.000e-01
1.153e+01	3.000e-01	-3.079e+00	2.000e-01
8.759e+00	3.000e-01	-2.353e+00	2.000e-01
9.984e+00	3.000e-01	-3.176e+00	2.000e-01
1.007e+01	3.000e-01	-1.896e+00	2.000e-01
1.165e+01	3.000e-01	-1.561e+00	2.000e-01
